,index,Unnamed: 0,0,1,2,3,4,5
7473,74,74,[u'\xdcrziger W\xfcrzgarten Riesling Kabinett 2014'],[u'Joh. Jos. Christoffel Erben'],[u'Mosel'],[u'Germany'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.97\n', u'\n']"
7474,75,75,[u'Chardonnay Sicilia Regaleali'],"[u""Tasca d'Almerita""]",[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $28.59\n', u'\n']"
7475,76,76,[u'Calvarino Soave Classico 2009'],[u'Pieropan'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $33.99\n', u'\n']"
7476,77,77,[u'Pinot Grigio 2014'],[u'Zenato'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
7477,78,78,[u'Bourgogne Chardonnay'],[u'Champy'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.88\n', u'\n']"
7478,79,79,[u'R\xedas Baixas Albari\xf1o 2015'],[u'La Val'],[u'Galicia'],[u'Spain'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.99\n', u'\n']"
7479,80,80,[u'Bacharacher Wolfsh\xf6hle Auslese Riesling'],[u'Ratzenberger'],[u'Mittelrhein'],[u'Germany'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $28.38\n', u'\n']"
7480,81,81,[u'La Flor Sauvignon Blanc 2014'],[u'Pulenta Estate'],[u'Mendoza'],[u'Argentina'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.38\n', u'\n']"
7481,82,82,[u'Blanco'],[u'New Age'],[u'Mendoza'],[u'Argentina'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
7482,83,83,[u'Gew\xfcrztraminer 2012'],[u'Pierre Sparr'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $153.48\n', u'\n']"
7483,84,84,[u'The Flower and the Bee (La Flor y La Abeja) 2014'],[u'Coto de Gomariz'],[u'Galicia'],[u'Spain'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
7484,85,85,[u'Riesling'],[u'Barnard Griffin'],[u'Columbia Valley'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
7485,86,86,[u'Chardonnay'],"[u""d'Autrefois""]",[u'Languedoc-Roussillon'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $99.98\n', u'\n']"
7486,87,87,[u'Shebang Cuv\xe9e II White'],[u'Bedrock Wine Co.'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
7487,88,88,[u'Sauvignon Blanc 2013'],[u'Ken Forrester'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.97\n', u'\n']"
7488,89,89,[u'Fiano di Avellino 2013'],[u'Sarno'],[u'Campania'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $27.99\n', u'\n']"
7489,90,90,[u'Swartland Chenin Blanc 2015'],[u'Force Majeur ZA'],[u'Western Cape'],[u'South Africa'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.04\n', u'\n']"
7490,91,91,[u'Torront\xe9s Maipe 2013'],[u'Chakana Wines'],[u'Mendoza'],[u'Argentina'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.99\n', u'\n']"
7491,92,92,[u'Chenin Blanc Free-Run Steen 2015'],[u'MAN'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.66\n', u'\n']"
7492,93,93,[u'Chardonnay 2011'],[u'Robert Mondavi'],[u'Oakville'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.98\n', u'\n']"
7493,94,94,[u'Iselis Bianco 2014'],[u'Argiolas'],[u'Sardegna'],[u'Italy'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.99\n', u'\n']"
7494,95,95,[u'Gr\xfcner Veltliner 2015'],[u'Schloss Gobelsburg'],[u'Nieder\xf6sterreich'],[u'Austria'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
7495,96,96,[u'Moscato'],[u'Dalton'],[u'Galil'],[u'Israel'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.50\n', u'\n']"
7496,97,97,[u'Regaleali Bianco Sicilia'],"[u""Tasca d'Almerita""]",[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.48\n', u'\n']"
7497,98,98,[u'California Electra Muscat'],[u'Quady'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.48\n', u'\n']"
7498,99,99,[u'Taleia 2014'],"[u""Castell d'Encus""]",[u'Catalunya'],[u'Spain'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.98\n', u'\n']"
7499,0,0,[u'Le Montrachet Grand Cru'],[u'Fontaine-Gagnard'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $687.50\n', u'\n']"
7500,1,1,[u'Savenni\xe8res Clos du Papillon 2010'],[u'Baumard'],[u'Loire Valley'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $31.98\n', u'\n']"
7501,2,2,[u'Chardonnay Francines Selection 2013'],[u'Toad Hollow'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
7502,3,3,[u'Pinot Grigio 2015'],[u'14 Hands'],[u'Washington'],[u'United States'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.94\n', u'\n']"
7503,4,4,[u'Chablis Premier Cru Les Vaillons Vieilles Vigne 2009'],[u'Laroche'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $51.98\n', u'\n']"
7504,5,5,[u'Rivaner'],[u'Black Tower'],[u'Rheinhessen'],[u'Germany'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.97\n', u'\n']"
7505,6,6,[u'Chenin Blanc 2015'],[u'Solms Delta'],[u'Western Cape'],[u'South Africa'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.74\n', u'\n']"
7506,7,7,[u'Pinot Grigio dal Tralcetto 2014'],[u'Ciccio Zaccagnini'],[u'Abruzzo'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
7507,8,8,[u'Chardonnay 2014'],[u'St. Clement'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.87\n', u'\n']"
7508,9,9,[u'Meursault Les Narvaux'],[u'Vincent Girardin'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $54.98\n', u'\n']"
7509,10,10,[u'Veneto Amabile del Cere Passito Bianco'],[u'Quintarelli Giuseppe'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $49.99\n', u'\n']"
7510,11,11,[u'Castello della Sala Bramito Chardonnay'],[u'Marchesi Antinori'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.98\n', u'\n']"
7511,12,12,[u'M\xe2con-Villages Passeport Chardonnay'],[u'Barton & Guestier'],[u'Bordeaux'],[u'France'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.98\n', u'\n']"
7512,13,13,[u'Traibo 2009'],[u'Novelli'],[u'Montefalco'],[u'Italy'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $52.24\n', u'\n']"
7513,14,14,[u'SLH Chardonnay 2014'],[u'Hahn Winery'],[u'Monterey County'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.47\n', u'\n']"
7514,15,15,[u'Bordeaux White 2015'],[u'Les Hauts de Lagarde'],[u'Bordeaux'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
7515,16,16,[u'Palette Blanc 2010'],[u'Ch\xe2teau Simone'],[u'Provence'],[u'France'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $64.59\n', u'\n']"
7516,17,17,[u'Vento Toscana Vermentino 2014'],[u'Terre di Talamo'],[u'Morellino di Scansano'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.38\n', u'\n']"
7517,18,18,[u'Condrieu La Galopine'],[u'Delas'],[u'C\xf4tes du Rh\xf4ne'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $71.49\n', u'\n']"
7518,19,19,[u'La R\xe9serve de Malartic (Le Sillage) Blanc 2010'],[u'Ch\xe2teau Malartic-Lagravi\xe8re'],[u'Pessac-Leognan'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $66.98\n', u'\n']"
7519,20,20,[u'The Fum\xe9 Sauvignon Blanc 2013'],[u'Murphy-Goode'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.48\n', u'\n']"
7520,21,21,[u'Carneros Napa Valley Chardonnay'],[u'Hudson'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $65.48\n', u'\n']"
7521,22,22,[u'Les Brugueres 2011'],"[u""Conreria d'Scala Dei""]",[u'Catalunya'],[u'Spain'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.98\n', u'\n']"
7522,23,23,[u'B\xe2tard-Montrachet Grand Cru'],[u'Marc Colin et Fils'],[u'Saint-Aubin'],[u'France'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $401.94\n', u'\n']"
7523,24,24,[u'Corton-Charlemagne Grand Cru'],[u'Ropiteau Freres'],[u'Meursault'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $50.39\n', u'\n']"
7524,25,25,[u'Pinot Gris 2014'],[u'Villa Wolf'],[u'Pfalz'],[u'Germany'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
7525,26,26,[u'Pinot Grigio 2012'],[u'Zenato'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.99\n', u'\n']"
7526,27,27,[u'Vouvray'],[u'Sauvion'],[u'Loire Valley'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
7527,28,28,[u'Private Reserve Chardonnay 2011'],[u'Beringer Vineyards'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.98\n', u'\n']"
7528,29,29,[u'Le Combe de Malleval Condrieu 2012'],[u'St\xe9phane Ogier'],[u'C\xf4te-R\xf4tie'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $44.96\n', u'\n']"
7529,30,30,[u'Roero Arneis 2013'],[u'Malvir\xe0'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.97\n', u'\n']"
7530,31,31,[u'Tokaji Asz\xfa 6 Puttonyos'],[u'Pendits'],[u'Tokaji'],[u'Hungary'],"[u'\nAvg. Rating: 4.7\n', u'\n', u'\n', u'\n', u'\n']",[]
7531,32,32,[u'Pinot Grigio Valdadige 2014'],[u'Barone Fini'],[u'Trentino'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.98\n', u'\n']"
7532,33,33,[u'Stainless Unoaked Chardonnay 2014'],[u'Chamisal'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.72\n', u'\n']"
7533,34,34,[u'Estate Grown Chardonnay 2012'],[u'Cuvaison'],[u'Los Carneros'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.98\n', u'\n']"
7534,35,35,[u'Thema White'],[u'Ktima Pavlidis'],[u'Macedonia'],[u'Greece'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.25\n', u'\n']"
7535,36,36,[u'Gew\xfcrztraminer Alsace'],[u'Domaine Zind Humbrecht'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $27.98\n', u'\n']"
7536,37,37,[u'Bourgogne Chardonnay'],[u'Pierre Matrot'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.45\n', u'\n']"
7537,38,38,[u'Puligny-Montrachet 1er Cru Les Pucelles 2001'],[u'Domaine Leflaive'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $245.92\n', u'\n']"
7538,39,39,[u'Chardonnay'],[u'Estancia'],[u'Monterey'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.98\n', u'\n']"
7539,40,40,[u'Wachstum Bodenstein Smaragd Riesling'],[u'Prager'],[u'Wachau'],[u'Austria'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $80.99\n', u'\n']"
7540,41,41,[u'Reserva Especial Sauvignon Blanc'],[u'Cono Sur'],[u'Santiago'],[u'Chile'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.38\n', u'\n']"
7541,42,42,[u'Puligny-Montrachet Les Perri\xe8res 2013'],[u'Etienne Sauzet'],[u'Puligny-Montrachet'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $116.73\n', u'\n']"
7542,43,43,[u'Chardonnay Francines Selection 2014'],[u'Toad Hollow'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
7543,44,44,[u'Grillo 2013'],[u'Principi di Butera'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.62\n', u'\n']"
7544,45,45,[u'Porcupine Ridge Sauvignon Blanc'],[u'Boekenhoutskloof'],[u'Franschhoek Valley'],[u'South Africa'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
7545,46,46,[u'D\xe3o Branco'],[u'Gr\xe3o Vasco'],[u'D\xe3o'],[u'Portugal'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $7.92\n', u'\n']"
7546,47,47,[u'Les Pierres Chardonnay 2013'],[u'Sonoma-Cutrer'],[u'Russian River Valley'],[u'United States'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $43.98\n', u'\n']"
7547,48,48,[u'Moscato'],[u'Movendo'],[],[],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.98\n', u'\n']"
7548,49,49,[u'Saint-P\xe9ray La Belle de Mai 2012'],[u'Jean-Luc Colombo'],[u'Rhone Valley'],[u'France'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $41.49\n', u'\n']"
7549,50,50,[u'Chardonnay Vine Hill Vineyard 2011'],[u'Kistler Vineyards'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $124.98\n', u'\n']"
7550,51,51,[u'Provincia di Pavia Pinot Grigio 2014'],[u'Bartenura'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
7551,52,52,[u'Meursault 2011'],[u'Michel Lafarge'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $49.93\n', u'\n']"
7552,53,53,[u'Chardonnay 2013'],[u'Hoopla'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.98\n', u'\n']"
7553,54,54,[u'Saint-Aubin 1er Cru Clos De La Chateni\xe8re 2011'],[u'Hubert Lamy'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $65.17\n', u'\n']"
7554,55,55,[u'Puligny-Montrachet Les Combettes'],[u'Pierre Matrot'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $95.49\n', u'\n']"
7555,56,56,[u'Sauvignon Blanc 2012'],[u'Yellow Tail'],[u'South Eastern Australia'],[u'Australia'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $6.78\n', u'\n']"
7556,57,57,[u'Furmint 2011'],[u'Evolucio'],[u'Tokaji'],[u'Hungary'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.99\n', u'\n']"
7557,58,58,[u'Melior Verdejo Rueda 2013'],[u'Matarromera'],[u'Ribera del Duero'],[u'Spain'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
7558,59,59,[u'Vouvray'],[u'Monmousseau'],[u'Touraine'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.98\n', u'\n']"
7559,60,60,[u'Monterey County Chardonnay 2013'],[u'Bridlewood'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
7560,61,61,[u'P\xeara-Manca Branco 2013'],[u'Cartuxa'],[u'Evora'],[u'Portugal'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $34.68\n', u'\n']"
7561,62,62,[u'Sauvignon Blanc'],[u'Honig'],[u'Rutherford'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.48\n', u'\n']"
7562,63,63,[u'Ch\xe2teauneuf-du-Pape Vieilles Vigne Blanc 2013'],[u'Ch\xe2teau de Beaucastel'],[u'Ch\xe2teauneuf-du-Pape'],[u'France'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $156.58\n', u'\n']"
7563,64,64,[u'Vintners Blend Chardonnay 2014'],[u'Ravenswood Winery'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.48\n', u'\n']"
7564,65,65,[u'La Segreta Sicilia Bianco 2015'],[u'Planeta'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.47\n', u'\n']"
7565,66,66,[u'Vireton Pinot Gris 2013'],[u'Archery Summit'],[u'Willamette Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.96\n', u'\n']"
7566,67,67,[u'Estate Grown Chardonnay 2013'],[u'Poseidon'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $28.48\n', u'\n']"
7567,68,68,[u'Sauvignon Blanc 2014'],[u'Joel Gott'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
7568,69,69,[u'Hameau De Blagny Puligny-Montrachet 1er Cru 2010'],[u'Martelet de Cherisey'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $100.00\n', u'\n']"
7569,70,70,[u'Rioja Pl\xe1cet Valtomelloso 2012'],[u'Palacios Remondo'],[u'Rioja'],[u'Spain'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $35.99\n', u'\n']"
7570,71,71,[u'Javier Sanz Viticultor Verdejo 2014'],[u'Javier Sanz Viticultor'],[u'Castilla y Le\xf3n'],[u'Spain'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
7571,72,72,[u'Casa Grand Selection Sauvignon Blanc 2014'],[u'Lapostolle'],[u'Valle Central'],[u'Chile'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
7572,73,73,[u'Meursault Premier Cru Les Charmes'],[u'Domaine du Pavillon'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $80.19\n', u'\n']"
7573,74,74,[u'Napa Valley Chardonnay 2009'],[u'Pahlmeyer'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $69.99\n', u'\n']"
7574,75,75,[u'Chablis 2014'],[u'Patriarche P\xe8re & Fils'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.88\n', u'\n']"
7575,76,76,[u'Lune Blanche 2012'],[u'Clos des Lunes'],[u'Sauternes'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.97\n', u'\n']"
7576,77,77,[u'Amonte Aurum Monterey County Chardonnay D Oro 2014'],[],[],[],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.98\n', u'\n']"
7577,78,78,[u'Chaleur Estate Blanc'],[u'DeLille'],[u'Yakima Valley'],[u'United States'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $40.98\n', u'\n']"
7578,79,79,[u'White Pear Pinot Grigio'],[u'Arbor Mist'],[u'New York'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $4.98\n', u'\n']"
7579,80,80,[u'Pinot Grigio'],[u'Alverdi'],[u'Molise'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $7.68\n', u'\n']"
7580,81,81,[u'Anderson Valley Riesling'],[u'Handley'],[u'Mendocino County'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.99\n', u'\n']"
7581,82,82,[u'Pinot Grigio 2013'],[u'Conte Brandolini'],[u'Friuli-Venezia Giulia'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.15\n', u'\n']"
7582,83,83,[u'Chardonnay 2012'],[u'Kongsgaard'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $134.49\n', u'\n']"
7583,84,84,[u'Westhofener Riesling Trocken'],[u'Wittmann'],[u'Rheinhessen'],[u'Germany'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $33.19\n', u'\n']"
